DateKey,Date,Year,CurrYearOffset,YearCompleted,Quarter Number,Quarter,Month Number of Year,Month Name,Week Number,Week & Year,WeeknYear,CurrWeekOffset,WeekCompleted,Day of Week Number,Day of Week Name,Day of Week Initial,Day Type,Fiscal Year,Fiscal Quarter
20220420,2022-04-20 00:00:00.000,2022,-1,True,2,"Q2",4,"April",16,"W16 2022",202216,-55,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220421,2022-04-21 00:00:00.000,2022,-1,True,2,"Q2",4,"April",16,"W16 2022",202216,-55,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220422,2022-04-22 00:00:00.000,2022,-1,True,2,"Q2",4,"April",16,"W16 2022",202216,-55,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220425,2022-04-25 00:00:00.000,2022,-1,True,2,"Q2",4,"April",17,"W17 2022",202217,-54,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220426,2022-04-26 00:00:00.000,2022,-1,True,2,"Q2",4,"April",17,"W17 2022",202217,-54,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220427,2022-04-27 00:00:00.000,2022,-1,True,2,"Q2",4,"April",17,"W17 2022",202217,-54,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220428,2022-04-28 00:00:00.000,2022,-1,True,2,"Q2",4,"April",17,"W17 2022",202217,-54,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220429,2022-04-29 00:00:00.000,2022,-1,True,2,"Q2",4,"April",17,"W17 2022",202217,-54,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220502,2022-05-02 00:00:00.000,2022,-1,True,2,"Q2",5,"May",18,"W18 2022",202218,-53,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220503,2022-05-03 00:00:00.000,2022,-1,True,2,"Q2",5,"May",18,"W18 2022",202218,-53,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220504,2022-05-04 00:00:00.000,2022,-1,True,2,"Q2",5,"May",18,"W18 2022",202218,-53,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220505,2022-05-05 00:00:00.000,2022,-1,True,2,"Q2",5,"May",18,"W18 2022",202218,-53,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220506,2022-05-06 00:00:00.000,2022,-1,True,2,"Q2",5,"May",18,"W18 2022",202218,-53,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220509,2022-05-09 00:00:00.000,2022,-1,True,2,"Q2",5,"May",19,"W19 2022",202219,-52,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220510,2022-05-10 00:00:00.000,2022,-1,True,2,"Q2",5,"May",19,"W19 2022",202219,-52,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220511,2022-05-11 00:00:00.000,2022,-1,True,2,"Q2",5,"May",19,"W19 2022",202219,-52,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220512,2022-05-12 00:00:00.000,2022,-1,True,2,"Q2",5,"May",19,"W19 2022",202219,-52,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220513,2022-05-13 00:00:00.000,2022,-1,True,2,"Q2",5,"May",19,"W19 2022",202219,-52,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220516,2022-05-16 00:00:00.000,2022,-1,True,2,"Q2",5,"May",20,"W20 2022",202220,-51,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220517,2022-05-17 00:00:00.000,2022,-1,True,2,"Q2",5,"May",20,"W20 2022",202220,-51,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220518,2022-05-18 00:00:00.000,2022,-1,True,2,"Q2",5,"May",20,"W20 2022",202220,-51,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220519,2022-05-19 00:00:00.000,2022,-1,True,2,"Q2",5,"May",20,"W20 2022",202220,-51,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220520,2022-05-20 00:00:00.000,2022,-1,True,2,"Q2",5,"May",20,"W20 2022",202220,-51,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220523,2022-05-23 00:00:00.000,2022,-1,True,2,"Q2",5,"May",21,"W21 2022",202221,-50,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220524,2022-05-24 00:00:00.000,2022,-1,True,2,"Q2",5,"May",21,"W21 2022",202221,-50,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220525,2022-05-25 00:00:00.000,2022,-1,True,2,"Q2",5,"May",21,"W21 2022",202221,-50,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220526,2022-05-26 00:00:00.000,2022,-1,True,2,"Q2",5,"May",21,"W21 2022",202221,-50,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220527,2022-05-27 00:00:00.000,2022,-1,True,2,"Q2",5,"May",21,"W21 2022",202221,-50,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220530,2022-05-30 00:00:00.000,2022,-1,True,2,"Q2",5,"May",22,"W22 2022",202222,-49,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220531,2022-05-31 00:00:00.000,2022,-1,True,2,"Q2",5,"May",22,"W22 2022",202222,-49,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220601,2022-06-01 00:00:00.000,2022,-1,True,2,"Q2",6,"June",22,"W22 2022",202222,-49,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220602,2022-06-02 00:00:00.000,2022,-1,True,2,"Q2",6,"June",22,"W22 2022",202222,-49,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220603,2022-06-03 00:00:00.000,2022,-1,True,2,"Q2",6,"June",22,"W22 2022",202222,-49,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220606,2022-06-06 00:00:00.000,2022,-1,True,2,"Q2",6,"June",23,"W23 2022",202223,-48,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220607,2022-06-07 00:00:00.000,2022,-1,True,2,"Q2",6,"June",23,"W23 2022",202223,-48,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220608,2022-06-08 00:00:00.000,2022,-1,True,2,"Q2",6,"June",23,"W23 2022",202223,-48,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220609,2022-06-09 00:00:00.000,2022,-1,True,2,"Q2",6,"June",23,"W23 2022",202223,-48,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220610,2022-06-10 00:00:00.000,2022,-1,True,2,"Q2",6,"June",23,"W23 2022",202223,-48,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220613,2022-06-13 00:00:00.000,2022,-1,True,2,"Q2",6,"June",24,"W24 2022",202224,-47,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220614,2022-06-14 00:00:00.000,2022,-1,True,2,"Q2",6,"June",24,"W24 2022",202224,-47,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220615,2022-06-15 00:00:00.000,2022,-1,True,2,"Q2",6,"June",24,"W24 2022",202224,-47,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220616,2022-06-16 00:00:00.000,2022,-1,True,2,"Q2",6,"June",24,"W24 2022",202224,-47,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220617,2022-06-17 00:00:00.000,2022,-1,True,2,"Q2",6,"June",24,"W24 2022",202224,-47,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220620,2022-06-20 00:00:00.000,2022,-1,True,2,"Q2",6,"June",25,"W25 2022",202225,-46,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220621,2022-06-21 00:00:00.000,2022,-1,True,2,"Q2",6,"June",25,"W25 2022",202225,-46,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220622,2022-06-22 00:00:00.000,2022,-1,True,2,"Q2",6,"June",25,"W25 2022",202225,-46,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220623,2022-06-23 00:00:00.000,2022,-1,True,2,"Q2",6,"June",25,"W25 2022",202225,-46,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220624,2022-06-24 00:00:00.000,2022,-1,True,2,"Q2",6,"June",25,"W25 2022",202225,-46,True,4,"Friday","F​​​​","Weekday","FY2022","FQ4 2022"
20220627,2022-06-27 00:00:00.000,2022,-1,True,2,"Q2",6,"June",26,"W26 2022",202226,-45,True,0,"Monday","M","Weekday","FY2022","FQ4 2022"
20220628,2022-06-28 00:00:00.000,2022,-1,True,2,"Q2",6,"June",26,"W26 2022",202226,-45,True,1,"Tuesday","T​","Weekday","FY2022","FQ4 2022"
20220629,2022-06-29 00:00:00.000,2022,-1,True,2,"Q2",6,"June",26,"W26 2022",202226,-45,True,2,"Wednesday","W​​","Weekday","FY2022","FQ4 2022"
20220630,2022-06-30 00:00:00.000,2022,-1,True,2,"Q2",6,"June",26,"W26 2022",202226,-45,True,3,"Thursday","T​​​","Weekday","FY2022","FQ4 2022"
20220103,2022-01-03 00:00:00.000,2022,-1,True,1,"Q1",1,"January",1,"W01 2022",202201,-70,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220104,2022-01-04 00:00:00.000,2022,-1,True,1,"Q1",1,"January",1,"W01 2022",202201,-70,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220105,2022-01-05 00:00:00.000,2022,-1,True,1,"Q1",1,"January",1,"W01 2022",202201,-70,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220106,2022-01-06 00:00:00.000,2022,-1,True,1,"Q1",1,"January",1,"W01 2022",202201,-70,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220107,2022-01-07 00:00:00.000,2022,-1,True,1,"Q1",1,"January",1,"W01 2022",202201,-70,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220110,2022-01-10 00:00:00.000,2022,-1,True,1,"Q1",1,"January",2,"W02 2022",202202,-69,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220111,2022-01-11 00:00:00.000,2022,-1,True,1,"Q1",1,"January",2,"W02 2022",202202,-69,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220112,2022-01-12 00:00:00.000,2022,-1,True,1,"Q1",1,"January",2,"W02 2022",202202,-69,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220113,2022-01-13 00:00:00.000,2022,-1,True,1,"Q1",1,"January",2,"W02 2022",202202,-69,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220114,2022-01-14 00:00:00.000,2022,-1,True,1,"Q1",1,"January",2,"W02 2022",202202,-69,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220117,2022-01-17 00:00:00.000,2022,-1,True,1,"Q1",1,"January",3,"W03 2022",202203,-68,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220118,2022-01-18 00:00:00.000,2022,-1,True,1,"Q1",1,"January",3,"W03 2022",202203,-68,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220119,2022-01-19 00:00:00.000,2022,-1,True,1,"Q1",1,"January",3,"W03 2022",202203,-68,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220120,2022-01-20 00:00:00.000,2022,-1,True,1,"Q1",1,"January",3,"W03 2022",202203,-68,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220121,2022-01-21 00:00:00.000,2022,-1,True,1,"Q1",1,"January",3,"W03 2022",202203,-68,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220124,2022-01-24 00:00:00.000,2022,-1,True,1,"Q1",1,"January",4,"W04 2022",202204,-67,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220125,2022-01-25 00:00:00.000,2022,-1,True,1,"Q1",1,"January",4,"W04 2022",202204,-67,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220126,2022-01-26 00:00:00.000,2022,-1,True,1,"Q1",1,"January",4,"W04 2022",202204,-67,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220127,2022-01-27 00:00:00.000,2022,-1,True,1,"Q1",1,"January",4,"W04 2022",202204,-67,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220128,2022-01-28 00:00:00.000,2022,-1,True,1,"Q1",1,"January",4,"W04 2022",202204,-67,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220131,2022-01-31 00:00:00.000,2022,-1,True,1,"Q1",1,"January",5,"W05 2022",202205,-66,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220201,2022-02-01 00:00:00.000,2022,-1,True,1,"Q1",2,"February",5,"W05 2022",202205,-66,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220202,2022-02-02 00:00:00.000,2022,-1,True,1,"Q1",2,"February",5,"W05 2022",202205,-66,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220203,2022-02-03 00:00:00.000,2022,-1,True,1,"Q1",2,"February",5,"W05 2022",202205,-66,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220204,2022-02-04 00:00:00.000,2022,-1,True,1,"Q1",2,"February",5,"W05 2022",202205,-66,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220207,2022-02-07 00:00:00.000,2022,-1,True,1,"Q1",2,"February",6,"W06 2022",202206,-65,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220208,2022-02-08 00:00:00.000,2022,-1,True,1,"Q1",2,"February",6,"W06 2022",202206,-65,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220209,2022-02-09 00:00:00.000,2022,-1,True,1,"Q1",2,"February",6,"W06 2022",202206,-65,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220210,2022-02-10 00:00:00.000,2022,-1,True,1,"Q1",2,"February",6,"W06 2022",202206,-65,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220211,2022-02-11 00:00:00.000,2022,-1,True,1,"Q1",2,"February",6,"W06 2022",202206,-65,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220214,2022-02-14 00:00:00.000,2022,-1,True,1,"Q1",2,"February",7,"W07 2022",202207,-64,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220215,2022-02-15 00:00:00.000,2022,-1,True,1,"Q1",2,"February",7,"W07 2022",202207,-64,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220216,2022-02-16 00:00:00.000,2022,-1,True,1,"Q1",2,"February",7,"W07 2022",202207,-64,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220217,2022-02-17 00:00:00.000,2022,-1,True,1,"Q1",2,"February",7,"W07 2022",202207,-64,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220218,2022-02-18 00:00:00.000,2022,-1,True,1,"Q1",2,"February",7,"W07 2022",202207,-64,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220221,2022-02-21 00:00:00.000,2022,-1,True,1,"Q1",2,"February",8,"W08 2022",202208,-63,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220222,2022-02-22 00:00:00.000,2022,-1,True,1,"Q1",2,"February",8,"W08 2022",202208,-63,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220223,2022-02-23 00:00:00.000,2022,-1,True,1,"Q1",2,"February",8,"W08 2022",202208,-63,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220224,2022-02-24 00:00:00.000,2022,-1,True,1,"Q1",2,"February",8,"W08 2022",202208,-63,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220225,2022-02-25 00:00:00.000,2022,-1,True,1,"Q1",2,"February",8,"W08 2022",202208,-63,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220228,2022-02-28 00:00:00.000,2022,-1,True,1,"Q1",2,"February",9,"W09 2022",202209,-62,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220301,2022-03-01 00:00:00.000,2022,-1,True,1,"Q1",3,"March",9,"W09 2022",202209,-62,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220302,2022-03-02 00:00:00.000,2022,-1,True,1,"Q1",3,"March",9,"W09 2022",202209,-62,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220303,2022-03-03 00:00:00.000,2022,-1,True,1,"Q1",3,"March",9,"W09 2022",202209,-62,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220304,2022-03-04 00:00:00.000,2022,-1,True,1,"Q1",3,"March",9,"W09 2022",202209,-62,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220307,2022-03-07 00:00:00.000,2022,-1,True,1,"Q1",3,"March",10,"W10 2022",202210,-61,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220308,2022-03-08 00:00:00.000,2022,-1,True,1,"Q1",3,"March",10,"W10 2022",202210,-61,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220309,2022-03-09 00:00:00.000,2022,-1,True,1,"Q1",3,"March",10,"W10 2022",202210,-61,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220310,2022-03-10 00:00:00.000,2022,-1,True,1,"Q1",3,"March",10,"W10 2022",202210,-61,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220311,2022-03-11 00:00:00.000,2022,-1,True,1,"Q1",3,"March",10,"W10 2022",202210,-61,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220314,2022-03-14 00:00:00.000,2022,-1,True,1,"Q1",3,"March",11,"W11 2022",202211,-60,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220315,2022-03-15 00:00:00.000,2022,-1,True,1,"Q1",3,"March",11,"W11 2022",202211,-60,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220316,2022-03-16 00:00:00.000,2022,-1,True,1,"Q1",3,"March",11,"W11 2022",202211,-60,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220317,2022-03-17 00:00:00.000,2022,-1,True,1,"Q1",3,"March",11,"W11 2022",202211,-60,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220318,2022-03-18 00:00:00.000,2022,-1,True,1,"Q1",3,"March",11,"W11 2022",202211,-60,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220321,2022-03-21 00:00:00.000,2022,-1,True,1,"Q1",3,"March",12,"W12 2022",202212,-59,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220322,2022-03-22 00:00:00.000,2022,-1,True,1,"Q1",3,"March",12,"W12 2022",202212,-59,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220323,2022-03-23 00:00:00.000,2022,-1,True,1,"Q1",3,"March",12,"W12 2022",202212,-59,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220324,2022-03-24 00:00:00.000,2022,-1,True,1,"Q1",3,"March",12,"W12 2022",202212,-59,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20220325,2022-03-25 00:00:00.000,2022,-1,True,1,"Q1",3,"March",12,"W12 2022",202212,-59,True,4,"Friday","F​​​​","Weekday","FY2022","FQ3 2022"
20220328,2022-03-28 00:00:00.000,2022,-1,True,1,"Q1",3,"March",13,"W13 2022",202213,-58,True,0,"Monday","M","Weekday","FY2022","FQ3 2022"
20220329,2022-03-29 00:00:00.000,2022,-1,True,1,"Q1",3,"March",13,"W13 2022",202213,-58,True,1,"Tuesday","T​","Weekday","FY2022","FQ3 2022"
20220330,2022-03-30 00:00:00.000,2022,-1,True,1,"Q1",3,"March",13,"W13 2022",202213,-58,True,2,"Wednesday","W​​","Weekday","FY2022","FQ3 2022"
20220331,2022-03-31 00:00:00.000,2022,-1,True,1,"Q1",3,"March",13,"W13 2022",202213,-58,True,3,"Thursday","T​​​","Weekday","FY2022","FQ3 2022"
20190101,2019-01-01 00:00:00.000,2019,-4,True,1,"Q1",1,"January",1,"W01 2019",201901,-227,True,1,"Tuesday","T​","Weekday","FY2019","FQ3 2019"
20190102,2019-01-02 00:00:00.000,2019,-4,True,1,"Q1",1,"January",1,"W01 2019",201901,-227,True,2,"Wednesday","W​​","Weekday","FY2019","FQ3 2019"
20190103,2019-01-03 00:00:00.000,2019,-4,True,1,"Q1",1,"January",1,"W01 2019",201901,-227,True,3,"Thursday","T​​​","Weekday","FY2019","FQ3 2019"
20190104,2019-01-04 00:00:00.000,2019,-4,True,1,"Q1",1,"January",1,"W01 2019",201901,-227,True,4,"Friday","F​​​​","Weekday","FY2019","FQ3 2019"
20190107,2019-01-07 00:00:00.000,2019,-4,True,1,"Q1",1,"January",2,"W02 2019",201902,-226,True,0,"Monday","M","Weekday","FY2019","FQ3 2019"
20190108,2019-01-08 00:00:00.000,2019,-4,True,1,"Q1",1,"January",2,"W02 2019",201902,-226,True,1,"Tuesday","T​","Weekday","FY2019","FQ3 2019"
20190109,2019-01-09 00:00:00.000,2019,-4,True,1,"Q1",1,"January",2,"W02 2019",201902,-226,True,2,"Wednesday","W​​","Weekday","FY2019","FQ3 2019"
20190110,2019-01-10 00:00:00.000,2019,-4,True,1,"Q1",1,"January",2,"W02 2019",201902,-226,True,3,"Thursday","T​​​","Weekday","FY2019","FQ3 2019"
20190111,2019-01-11 00:00:00.000,2019,-4,True,1,"Q1",1,"January",2,"W02 2019",201902,-226,True,4,"Friday","F​​​​","Weekday","FY2019","FQ3 2019"
20190114,2019-01-14 00:00:00.000,2019,-4,True,1,"Q1",1,"January",3,"W03 2019",201903,-225,True,0,"Monday","M","Weekday","FY2019","FQ3 2019"
20190115,2019-01-15 00:00:00.000,2019,-4,True,1,"Q1",1,"January",3,"W03 2019",201903,-225,True,1,"Tuesday","T​","Weekday","FY2019","FQ3 2019"
20190116,2019-01-16 00:00:00.000,2019,-4,True,1,"Q1",1,"January",3,"W03 2019",201903,-225,True,2,"Wednesday","W​​","Weekday","FY2019","FQ3 2019"
20190117,2019-01-17 00:00:00.000,2019,-4,True,1,"Q1",1,"January",3,"W03 2019",201903,-225,True,3,"Thursday","T​​​","Weekday","FY2019","FQ3 2019"
20190118,2019-01-18 00:00:00.000,2019,-4,True,1,"Q1",1,"January",3,"W03 2019",201903,-225,True,4,"Friday","F​​​​","Weekday","FY2019","FQ3 2019"
20190121,2019-01-21 00:00:00.000,2019,-4,True,1,"Q1",1,"January",4,"W04 2019",201904,-224,True,0,"Monday","M","Weekday","FY2019","FQ3 2019"
20190122,2019-01-22 00:00:00.000,2019,-4,True,1,"Q1",1,"January",4,"W04 2019",201904,-224,True,1,"Tuesday","T​","Weekday","FY2019","FQ3 2019"
20190123,2019-01-23 00:00:00.000,2019,-4,True,1,"Q1",1,"January",4,"W04 2019",201904,-224,True,2,"Wednesday","W​​","Weekday","FY2019","FQ3 2019"
20190124,2019-01-24 00:00:00.000,2019,-4,True,1,"Q1",1,"January",4,"W04 2019",201904,-224,True,3,"Thursday","T​​​","Weekday","FY2019","FQ3 2019"
20190125,2019-01-25 00:00:00.000,2019,-4,True,1,"Q1",1,"January",4,"W04 2019",201904,-224,True,4,"Friday","F​​​​","Weekday","FY2019","FQ3 2019"
20190128,2019-01-28 00:00:00.000,2019,-4,True,1,"Q1",1,"January",5,"W05 2019",201905,-223,True,0,"Monday","M","Weekday","FY2019","FQ3 2019"
20190129,2019-01-29 00:00:00.000,2019,-4,True,1,"Q1",1,"January",5,"W05 2019",201905,-223,True,1,"Tuesday","T​","Weekday","FY2019","FQ3 2019"
20190130,2019-01-30 00:00:00.000,2019,-4,True,1,"Q1",1,"January",5,"W05 2019",201905,-223,True,2,"Wednesday","W​​","Weekday","FY2019","FQ3 2019"
20190131,2019-01-31 00:00:00.000,2019,-4,True,1,"Q1",1,"January",5,"W05 2019",201905,-223,True,3,"Thursday","T​​​","Weekday","FY2019","FQ3 2019"
20190201,2019-02-01 00:00:00.000,2019,-4,True,1,"Q1",2,"February",5,"W05 2019",201905,-223,True,4,"Friday","F​​​​","Weekday","FY2019","FQ3 2019"
20190204,2019-02-04 00:00:00.000,2019,-4,True,1,"Q1",2,"February",6,"W06 2019",201906,-222,True,0,"Monday","M","Weekday","FY2019","FQ3 2019"
20190205,2019-02-05 00:00:00.000,2019,-4,True,1,"Q1",2,"February",6,"W06 2019",201906,-222,True,1,"Tuesday","T​","Weekday","FY2019","FQ3 2019"
20190206,2019-02-06 00:00:00.000,2019,-4,True,1,"Q1",2,"February",6,"W06 2019",201906,-222,True,2,"Wednesday","W​​","Weekday","FY2019","FQ3 2019"
20190207,2019-02-07 00:00:00.000,2019,-4,True,1,"Q1",2,"February",6,"W06 2019",201906,-222,True,3,"Thursday","T​​​","Weekday","FY2019","FQ3 2019"
20190208,2019-02-08 00:00:00.000,2019,-4,True,1,"Q1",2,"February",6,"W06 2019",201906,-222,True,4,"Friday","F​​​​","Weekday","FY2019","FQ3 2019"
20190211,2019-02-11 00:00:00.000,2019,-4,True,1,"Q1",2,"February",7,"W07 2019",201907,-221,True,0,"Monday","M","Weekday","FY2019","FQ3 2019"
20190212,2019-02-12 00:00:00.000,2019,-4,True,1,"Q1",2,"February",7,"W07 2019",201907,-221,True,1,"Tuesday","T​","Weekday","FY2019","FQ3 2019"
20190213,2019-02-13 00:00:00.000,2019,-4,True,1,"Q1",2,"February",7,"W07 2019",201907,-221,True,2,"Wednesday","W​​","Weekday","FY2019","FQ3 2019"
20190214,2019-02-14 00:00:00.000,2019,-4,True,1,"Q1",2,"February",7,"W07 2019",201907,-221,True,3,"Thursday","T​​​","Weekday","FY2019","FQ3 2019"
20190215,2019-02-15 00:00:00.000,2019,-4,True,1,"Q1",2,"February",7,"W07 2019",201907,-221,True,4,"Friday","F​​​​","Weekday","FY2019","FQ3 2019"
20190218,2019-02-18 00:00:00.000,2019,-4,True,1,"Q1",2,"February",8,"W08 2019",201908,-220,True,0,"Monday","M","Weekday","FY2019","FQ3 2019"
20190219,2019-02-19 00:00:00.000,2019,-4,True,1,"Q1",2,"February",8,"W08 2019",201908,-220,True,1,"Tuesday","T​","Weekday","FY2019","FQ3 2019"
20190220,2019-02-20 00:00:00.000,2019,-4,True,1,"Q1",2,"February",8,"W08 2019",201908,-220,True,2,"Wednesday","W​​","Weekday","FY2019","FQ3 2019"
20190221,2019-02-21 00:00:00.000,2019,-4,True,1,"Q1",2,"February",8,"W08 2019",201908,-220,True,3,"Thursday","T​​​","Weekday","FY2019","FQ3 2019"
20190222,2019-02-22 00:00:00.000,2019,-4,True,1,"Q1",2,"February",8,"W08 2019",201908,-220,True,4,"Friday","F​​​​","Weekday","FY2019","FQ3 2019"
20190225,2019-02-25 00:00:00.000,2019,-4,True,1,"Q1",2,"February",9,"W09 2019",201909,-219,True,0,"Monday","M","Weekday","FY2019","FQ3 2019"
20190226,2019-02-26 00:00:00.000,2019,-4,True,1,"Q1",2,"February",9,"W09 2019",201909,-219,True,1,"Tuesday","T​","Weekday","FY2019","FQ3 2019"
20190227,2019-02-27 00:00:00.000,2019,-4,True,1,"Q1",2,"February",9,"W09 2019",201909,-219,True,2,"Wednesday","W​​","Weekday","FY2019","FQ3 2019"
20190228,2019-02-28 00:00:00.000,2019,-4,True,1,"Q1",2,"February",9,"W09 2019",201909,-219,True,3,"Thursday","T​​​","Weekday","FY2019","FQ3 2019"
