ProductKey,ProductAlternateKey,ProductSubcategoryKey,Weight Unit Measure Code,Size Unit Measure Code,English Product Name,Standard Cost,Finished Goods Flag,Color,Safety Stock Level,Reorder Point,List Price,Size,Size Range,Weight,Days To Manufacture,Product Line,Dealer Price,Class,Style,Model Name,English Description,Start Date,End Date,Status,ProductCategoryKey,Category,Subcategory
178,"RA-7490",-1,"","","Cone-Shaped Race","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
179,"RF-9198",-1,"","","Reflector","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
200,"SK-9283",-1,"","","Spokes","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
201,"SL-0931",-1,"","","Seat Lug","",False,"NA",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
13,"CS-2812",-1,"","","Chain Stays","",False,"NA",1000,750,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
17,"EC-M092",-1,"","","Mountain End Caps","",False,"NA",1000,750,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
18,"EC-R098",-1,"","","Road End Caps","",False,"NA",1000,750,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
19,"EC-T209",-1,"","","Touring End Caps","",False,"NA",1000,750,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
169,"NI-4127",-1,"","","LL Nipple","",False,"NA",1000,750,"","","NA",,0,"","","L","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
3,"BE-2349",-1,"","","BB Ball Bearing","",False,"NA",800,600,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
4,"BE-2908",-1,"","","Headset Ball Bearings","",False,"NA",800,600,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
5,"BL-2036",-1,"","","Blade","",False,"NA",800,600,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
16,"DT-2377",-1,"","","Down Tube","",False,"NA",800,600,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
20,"FE-3760",-1,"","","Fork End","",False,"NA",800,600,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
31,"FC-3654",-1,"","","Fork Crown","",False,"NA",800,600,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
34,"GP-0982",-1,"","","Guide Pulley","",False,"NA",800,600,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
35,"GT-0820",-1,"","","LL Grip Tape","",False,"NA",800,600,"","","NA",,0,"","","L","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
36,"GT-1209",-1,"","","ML Grip Tape","",False,"NA",800,600,"","","NA",,0,"","","M","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
37,"GT-2908",-1,"","","HL Grip Tape","",False,"NA",800,600,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
77,"HT-2981",-1,"","","Handlebar Tube","",False,"NA",800,600,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
78,"HT-8019",-1,"","","Head Tube","",False,"NA",800,600,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
79,"HU-6280",-1,"","","LL Hub","",False,"NA",500,375,"","","NA",,1,"","","L","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
80,"HU-8998",-1,"","","HL Hub","",False,"NA",500,375,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
171,"PA-187B",-1,"","","Paint - Black","",False,"NA",60,45,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
172,"PA-361R",-1,"","","Paint - Red","",False,"NA",60,45,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
173,"PA-529S",-1,"","","Paint - Silver","",False,"NA",60,45,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
174,"PA-632U",-1,"","","Paint - Blue","",False,"NA",60,45,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
175,"PA-823Y",-1,"","","Paint - Yellow","",False,"NA",60,45,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
187,"SA-M198",-1,"","","LL Mountain Seat Assembly","",False,"NA",500,375,"","","NA",,1,"","","L","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
188,"SA-M237",-1,"","","ML Mountain Seat Assembly","",False,"NA",500,375,"","","NA",,1,"","","M","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
189,"SA-M687",-1,"","","HL Mountain Seat Assembly","",False,"NA",500,375,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
190,"SA-R127",-1,"","","LL Road Seat Assembly","",False,"NA",500,375,"","","NA",,1,"","","L","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
191,"SA-R430",-1,"","","ML Road Seat Assembly","",False,"NA",500,375,"","","NA",,1,"","","M","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
192,"SA-R522",-1,"","","HL Road Seat Assembly","",False,"NA",500,375,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
193,"SA-T467",-1,"","","LL Touring Seat Assembly","",False,"NA",500,375,"","","NA",,1,"","","L","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
194,"SA-T612",-1,"","","ML Touring Seat Assembly","",False,"NA",500,375,"","","NA",,1,"","","M","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
195,"SA-T872",-1,"","","HL Touring Seat Assembly","",False,"NA",500,375,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
196,"SD-2342",-1,"","","LL Spindle/Axle","",False,"NA",500,375,"","","NA",,0,"","","L","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
197,"SD-9872",-1,"","","HL Spindle/Axle","",False,"NA",500,375,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
198,"SH-4562",-1,"","","LL Shell","",False,"NA",800,600,"","","NA",,0,"","","L","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
199,"SH-9312",-1,"","","HL Shell","",False,"NA",800,600,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
202,"SM-9087",-1,"","","Stem","",False,"NA",500,375,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
203,"SP-2981",-1,"","","Seat Post","",False,"NA",500,375,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
204,"SR-2098",-1,"","","Steerer","",False,"NA",500,375,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
205,"SS-2985",-1,"","","Seat Stays","",False,"NA",800,600,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
206,"ST-9828",-1,"","","Seat Tube","",False,"NA",500,375,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
207,"TO-2301",-1,"","","Top Tube","",False,"NA",500,375,"","","NA",,1,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
208,"TP-0923",-1,"","","Tension Pulley","",False,"NA",800,600,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
6,"CA-5965",-1,"","","LL Crankarm","",False,"Black",500,375,"","","NA",,0,"","","L","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
7,"CA-6738",-1,"","","ML Crankarm","",False,"Black",500,375,"","","NA",,0,"","","M","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
8,"CA-7457",-1,"","","HL Crankarm","",False,"Black",500,375,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
9,"CB-2903",-1,"","","Chainring Bolts","",False,"Silver",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
10,"CN-6137",-1,"","","Chainring Nut","",False,"Silver",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
11,"CR-7833",-1,"","","Chainring","",False,"Black",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
21,"FH-2981",-1,"","","Freewheel","",False,"Silver",500,375,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
32,"FC-3982",-1,"","","Front Derailleur Cage","",False,"Silver",800,600,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
33,"FL-2301",-1,"","","Front Derailleur Linkage","",False,"Silver",800,600,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
140,"LR-2398",-1,"","","Lock Ring","",False,"Silver",1000,750,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
209,"RC-0291",-1,"","","Rear Derailleur Cage","",False,"Silver",500,375,"","","NA",,0,"","","","","","",1998-06-01 00:00:00.000,"","Current",-1,"Miscellaneous","Miscellaneous"
212,"HL-U509-R",31,"","","Sport-100 Helmet, Red","12.0278",True,"Red",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2005-07-01 00:00:00.000,"6/30/2002","",4,"Accessories","Helmets"
213,"HL-U509-R",31,"","","Sport-100 Helmet, Red","13.8782",True,"Red",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Helmets"
214,"HL-U509-R",31,"","","Sport-100 Helmet, Red","13.0863",True,"Red",4,3,"34.99","","NA",,0,"S","20.994","","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Helmets"
215,"HL-U509",31,"","","Sport-100 Helmet, Black","12.0278",True,"Black",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2005-07-01 00:00:00.000,"6/30/2002","",4,"Accessories","Helmets"
216,"HL-U509",31,"","","Sport-100 Helmet, Black","13.8782",True,"Black",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Helmets"
217,"HL-U509",31,"","","Sport-100 Helmet, Black","13.0863",True,"Black",4,3,"34.99","","NA",,0,"S","20.994","","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Helmets"
220,"HL-U509-B",31,"","","Sport-100 Helmet, Blue","12.0278",True,"Blue",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2005-07-01 00:00:00.000,"6/30/2002","",4,"Accessories","Helmets"
221,"HL-U509-B",31,"","","Sport-100 Helmet, Blue","13.8782",True,"Blue",4,3,"33.6442","","NA",,0,"S","20.1865","","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Helmets"
222,"HL-U509-B",31,"","","Sport-100 Helmet, Blue","13.0863",True,"Blue",4,3,"34.99","","NA",,0,"S","20.994","","","Sport-100","Universal fit, well-vented, lightweight , snap-on visor.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Helmets"
223,"CA-1098",19,"","","AWC Logo Cap","5.7052",True,"Multi",4,3,"8.6442","","NA",,0,"S","5.1865","","U","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.",2005-07-01 00:00:00.000,"6/30/2002","",3,"Clothing","Caps"
224,"CA-1098",19,"","","AWC Logo Cap","5.2297",True,"Multi",4,3,"8.6442","","NA",,0,"S","5.1865","","U","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.",2006-07-01 00:00:00.000,"6/30/2003","",3,"Clothing","Caps"
225,"CA-1098",19,"","","AWC Logo Cap","6.9223",True,"Multi",4,3,"8.99","","NA",,0,"S","5.394","","U","Cycling Cap","Traditional style with a flip-up brim; one-size fits all.",2007-07-01 00:00:00.000,"","Current",3,"Clothing","Caps"
391,"FK-1639",10,"","","LL Fork","65.8097",True,"NA",500,375,"148.22","","NA",,1,"","88.932","L","","LL Fork","Stout design absorbs shock and offers more precise steering.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Forks"
392,"FK-5136",10,"","","ML Fork","77.9176",True,"NA",500,375,"175.49","","NA",,1,"","105.294","M","","ML Fork","Composite road fork with an aluminum steerer tube.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Forks"
393,"FK-9939",10,"","","HL Fork","101.8936",True,"NA",500,375,"229.49","","NA",,1,"","137.694","H","","HL Fork","High-performance carbon road fork with curved legs.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Forks"
394,"HS-0296",11,"","","LL Headset","15.1848",True,"NA",500,375,"34.2","","NA",,1,"","20.52","L","","LL Headset","Threadless headset provides quality at an economical price.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Headsets"
395,"HS-2451",11,"","","ML Headset","45.4168",True,"NA",500,375,"102.29","","NA",,1,"","61.374","M","","ML Headset","Sealed cartridge keeps dirt out.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Headsets"
396,"HS-3479",11,"","","HL Headset","55.3801",True,"NA",500,375,"124.73","","NA",,1,"","74.838","H","","HL Headset","High-quality 1"" threadless headset with a grease port for quick lubrication.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Headsets"
397,"HB-M243",4,"","","LL Mountain Handlebars","17.978",True,"NA",500,375,"40.4909","","NA",,1,"M","24.2945","L","","LL Mountain Handlebars","All-purpose bar for on or off-road.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Handlebars"
398,"HB-M243",4,"","","LL Mountain Handlebars","19.7758",True,"NA",500,375,"44.54","","NA",,1,"M","26.724","L","","LL Mountain Handlebars","All-purpose bar for on or off-road.",2007-07-01 00:00:00.000,"","Current",2,"Components","Handlebars"
399,"HB-M763",4,"","","ML Mountain Handlebars","24.9932",True,"NA",500,375,"56.2909","","NA",,1,"M","33.7745","M","","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Handlebars"
400,"HB-M763",4,"","","ML Mountain Handlebars","27.4925",True,"NA",500,375,"61.92","","NA",,1,"M","37.152","M","","ML Mountain Handlebars","Tough aluminum alloy bars for downhill.",2007-07-01 00:00:00.000,"","Current",2,"Components","Handlebars"
401,"HB-M918",4,"","","HL Mountain Handlebars","48.5453",True,"NA",500,375,"109.3364","","NA",,1,"M","65.6018","H","","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Handlebars"
402,"HB-M918",4,"","","HL Mountain Handlebars","53.3999",True,"NA",500,375,"120.27","","NA",,1,"M","72.162","H","","HL Mountain Handlebars","Flat bar strong enough for the pro circuit.",2007-07-01 00:00:00.000,"","Current",2,"Components","Handlebars"
403,"HB-R504",4,"","","LL Road Handlebars","17.978",True,"NA",500,375,"40.4909","","NA",,1,"R","24.2945","L","","LL Road Handlebars","Unique shape provides easier reach to the levers.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Handlebars"
404,"HB-R504",4,"","","LL Road Handlebars","19.7758",True,"NA",500,375,"44.54","","NA",,1,"R","26.724","L","","LL Road Handlebars","Unique shape provides easier reach to the levers.",2007-07-01 00:00:00.000,"","Current",2,"Components","Handlebars"
405,"HB-R720",4,"","","ML Road Handlebars","24.9932",True,"NA",500,375,"56.2909","","NA",,1,"R","33.7745","M","","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Handlebars"
406,"HB-R720",4,"","","ML Road Handlebars","27.4925",True,"NA",500,375,"61.92","","NA",,1,"R","37.152","M","","ML Road Handlebars","Anatomically shaped aluminum tube bar will suit all riders.",2007-07-01 00:00:00.000,"","Current",2,"Components","Handlebars"
407,"HB-R956",4,"","","HL Road Handlebars","48.5453",True,"NA",500,375,"109.3364","","NA",,1,"R","65.6018","H","","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Handlebars"
408,"HB-R956",4,"","","HL Road Handlebars","53.3999",True,"NA",500,375,"120.27","","NA",,1,"R","72.162","H","","HL Road Handlebars","Designed for racers; high-end anatomically shaped bar from aluminum alloy.",2007-07-01 00:00:00.000,"","Current",2,"Components","Handlebars"
410,"FW-M423",17,"","","LL Mountain Front Wheel","26.9708",True,"Black",500,375,"60.745","","NA",,1,"M","36.447","L","","LL Mountain Front Wheel","Replacement mountain wheel for entry-level rider.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Wheels"
411,"FW-M762",17,"","","ML Mountain Front Wheel","92.8071",True,"Black",500,375,"209.025","","NA",,1,"M","125.415","M","","ML Mountain Front Wheel","Replacement mountain wheel for the casual to serious rider.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Wheels"
412,"FW-M928",17,"","","HL Mountain Front Wheel","133.2955",True,"Black",500,375,"300.215","","NA",,1,"M","180.129","H","","HL Mountain Front Wheel","High-performance mountain replacement wheel.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Wheels"
416,"FW-T905",17,"","","Touring Front Wheel","96.7964",True,"Black",500,375,"218.01","","NA",,1,"T","130.806","","","Touring Front Wheel","Aerodynamic rims for smooth riding.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Wheels"
419,"RW-M423",17,"","","LL Mountain Rear Wheel","38.9588",True,"Black",500,375,"87.745","","NA",,1,"M","52.647","L","","LL Mountain Rear Wheel","Replacement mountain wheel for entry-level rider.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Wheels"
420,"RW-M762",17,"","","ML Mountain Rear Wheel","104.7951",True,"Black",500,375,"236.025","","NA",,1,"M","141.615","M","","ML Mountain Rear Wheel","Replacement mountain wheel for the casual to serious rider.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Wheels"
421,"RW-M928",17,"","","HL Mountain Rear Wheel","145.2835",True,"Black",500,375,"327.215","","NA",,1,"M","196.329","H","","HL Mountain Rear Wheel","High-performance mountain replacement wheel.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Wheels"
425,"RW-T905",17,"","","Touring Rear Wheel","108.7844",True,"Black",500,375,"245.01","","NA",,1,"T","147.006","","","Touring Rear Wheel","Excellent aerodynamic rims guarantee a smooth ride.",2006-07-01 00:00:00.000,"6/30/2003","",2,"Components","Wheels"
446,"PA-T100",35,"","","Touring-Panniers, Large","51.5625",True,"Grey",4,3,"125","","NA",,0,"T","75","","","Touring-Panniers","Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Panniers"
447,"LO-C100",34,"","","Cable Lock","10.3125",True,"NA",4,3,"25","","NA",,0,"S","15","","","Cable Lock","Wraps to fit front and rear tires, carrier and 2 keys included.",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Locks"
448,"PU-0452",36,"","","Minipump","8.2459",True,"NA",4,3,"19.99","","NA",,0,"S","11.994","","","Minipump","Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Pumps"
449,"PU-M044",36,"","","Mountain Pump","10.3084",True,"NA",4,3,"24.99","","NA",,0,"M","14.994","","","Mountain Pump","Simple and light-weight. Emergency patches stored in handle.",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Pumps"
450,"LT-T990",33,"","","Taillights - Battery-Powered","5.7709",True,"NA",4,3,"13.99","","NA",,0,"R","8.394","","","Taillight","Affordable light for safe night riding - uses 3 AAA batteries",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Lights"
451,"LT-H902",33,"","","Headlights - Dual-Beam","14.4334",True,"NA",4,3,"34.99","","NA",,0,"R","20.994","","","Headlights - Dual-Beam","Rechargeable dual-beam headlight.",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Lights"
452,"LT-H903",33,"","","Headlights - Weatherproof","18.5584",True,"NA",4,3,"44.99","","NA",,0,"R","26.994","","","Headlights - Weatherproof","Rugged weatherproof headlight.",2006-07-01 00:00:00.000,"6/30/2003","",4,"Accessories","Lights"
477,"WB-H098",28,"","","Water Bottle - 30 oz.","1.8663",True,"NA",4,3,"4.99","","NA",,0,"S","2.994","","","Water Bottle","AWC logo water bottle - holds 30 oz; leak-proof.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Bottles and Cages"
478,"BC-M005",28,"","","Mountain Bottle Cage","3.7363",True,"NA",4,3,"9.99","","NA",,0,"M","5.994","","","Mountain Bottle Cage","Tough aluminum cage holds bottle securly on tough terrain.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Bottles and Cages"
479,"BC-R205",28,"","","Road Bottle Cage","3.3623",True,"NA",4,3,"8.99","","NA",,0,"R","5.394","","","Road Bottle Cage","Aluminum cage is lighter than our mountain version; perfect for long distance trips.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Bottles and Cages"
480,"PK-7098",37,"","","Patch Kit/8 Patches","0.8565",True,"NA",4,3,"2.29","","NA",,0,"S","1.374","","","Patch kit","Includes 8 different size patches, glue and sandpaper.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Tires and Tubes"
483,"RA-H123",26,"","","Hitch Rack - 4-Bike","44.88",True,"NA",4,3,"120","","NA",,0,"S","72","","","Hitch Rack - 4-Bike","Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Bike Racks"
484,"CL-9009",29,"","","Bike Wash - Dissolver","2.9733",True,"NA",4,3,"7.95","","NA",,0,"S","4.77","","","Bike Wash","Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Cleaners"
485,"FE-6654",30,"","","Fender Set - Mountain","8.2205",True,"NA",4,3,"21.98","","NA",,0,"M","13.188","","","Fender Set - Mountain","Clip-on fenders fit most mountain bikes.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Fenders"
486,"ST-1401",27,"","","All-Purpose Bike Stand","59.466",True,"NA",4,3,"159","","NA",,0,"M","95.4","","","All-Purpose Bike Stand","Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Bike Stands"
515,"SE-M236",15,"","","LL Mountain Seat/Saddle","12.0413",True,"NA",500,375,"27.12","","NA",,1,"M","16.272","L","","LL Mountain Seat/Saddle 2","Synthetic leather. Features gel for increased comfort.",2007-07-01 00:00:00.000,"","Current",2,"Components","Saddles"
516,"SE-M798",15,"","","ML Mountain Seat/Saddle","17.3782",True,"NA",500,375,"39.14","","NA",,1,"M","23.484","M","","ML Mountain Seat/Saddle 2","Designed to absorb shock.",2007-07-01 00:00:00.000,"","Current",2,"Components","Saddles"
517,"SE-M940",15,"","","HL Mountain Seat/Saddle","23.3722",True,"NA",500,375,"52.64","","NA",,1,"M","31.584","H","","HL Mountain Seat/Saddle 2","Anatomic design for a full-day of riding in comfort. Durable leather.",2007-07-01 00:00:00.000,"","Current",2,"Components","Saddles"
518,"SE-R581",15,"","","LL Road Seat/Saddle","12.0413",True,"NA",500,375,"27.12","","NA",,1,"R","16.272","L","","LL Road Seat/Saddle 1","Lightweight foam-padded saddle.",2007-07-01 00:00:00.000,"","Current",2,"Components","Saddles"
519,"SE-R908",15,"","","ML Road Seat/Saddle","17.3782",True,"NA",500,375,"39.14","","NA",,1,"T","23.484","M","","ML Road Seat/Saddle 2","Rubber bumpers absorb bumps.",2007-07-01 00:00:00.000,"","Current",2,"Components","Saddles"
520,"SE-R995",15,"","","HL Road Seat/Saddle","23.3722",True,"NA",500,375,"52.64","","NA",,1,"R","31.584","H","","HL Road Seat/Saddle 2","Lightweight kevlar racing saddle. Leather.",2007-07-01 00:00:00.000,"","Current",2,"Components","Saddles"
521,"SE-T312",15,"","","LL Touring Seat/Saddle","12.0413",True,"NA",500,375,"27.12","","NA",,1,"T","16.272","L","","LL Touring Seat/Saddle","Comfortable, ergonomically shaped gel saddle.",2007-07-01 00:00:00.000,"","Current",2,"Components","Saddles"
522,"SE-T762",15,"","","ML Touring Seat/Saddle","17.3782",True,"NA",500,375,"39.14","","NA",,1,"T","23.484","M","","ML Touring Seat/Saddle","New design relieves pressure for long rides.",2007-07-01 00:00:00.000,"","Current",2,"Components","Saddles"
523,"SE-T924",15,"","","HL Touring Seat/Saddle","23.3722",True,"NA",500,375,"52.64","","NA",,1,"T","31.584","H","","HL Touring Seat/Saddle","Cut-out shell for a more comfortable ride.",2007-07-01 00:00:00.000,"","Current",2,"Components","Saddles"
528,"TT-M928",37,"","","Mountain Tire Tube","1.8663",True,"NA",500,375,"4.99","","NA",,0,"M","2.994","","","Mountain Tire Tube","Self-sealing tube.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Tires and Tubes"
529,"TT-R982",37,"","","Road Tire Tube","1.4923",True,"NA",500,375,"3.99","","NA",,0,"R","2.394","","","Road Tire Tube","Conventional all-purpose tube.",2007-07-01 00:00:00.000,"","Current",4,"Accessories","Tires and Tubes"
